"X","Occupancy","DmgFnId","Source","Description","depth","damage","depth_m","Floors","Basement","salt_water","duration","foundation","fema_zone"
1,"RES1","183","USACE - Wilmington","two story, pile foundation, structure",-4,0.03,-1.2192,2,0,NA,NA,"pile",NA
2,"RES1","184","USACE - Wilmington","two story, structure",-4,0,-1.2192,2,0,NA,NA,NA,NA
3,"RES1","105","FIA","one floor, no basement, structure, a-zone",-4,0,-1.2192,1,0,NA,NA,NA,"a-zone"
4,"RES1","106","FIA (MOD.)","one floor, w/ basement, structure, a-zone",-4,0.07,-1.2192,1,1,NA,NA,NA,"a-zone"
5,"RES1","115","FIA","two floors, no basement, structure, v-zone",-4,0,-1.2192,2,0,NA,NA,NA,"v-zone"
6,"RES1","185","USACE - Wilmington","two story w/ 1/2 living area below, structure",-4,0,-1.2192,2,0,NA,NA,NA,NA
7,"RES1","113","FIA","one floor, no basement, structure, v-zone",-4,0,-1.2192,1,0,NA,NA,NA,"v-zone"
8,"RES1","114","FIA (MOD.)","one floor, w/ basement, structure, v-zone",-4,0.07,-1.2192,1,1,NA,NA,NA,"v-zone"
9,"RES1","119","FIA","split level, no basement, structure, v-zone",-4,0,-1.2192,1,0,NA,NA,NA,"v-zone"
10,"RES1","116","FIA (MOD.)","two floors, w/ basement, structure, v-zone",-4,0.04,-1.2192,2,1,NA,NA,NA,"v-zone"
11,"RES1","117","FIA","three or more floors, no basement, structure, v-zone",-4,0,-1.2192,3,0,NA,NA,NA,"v-zone"
12,"RES1","118","FIA (MOD.)","three or more floors, w/ basement, structure, v-zone",-4,0.03,-1.2192,3,1,NA,NA,NA,"v-zone"
13,"RES1","21","FIA","one floor, no basement, contents, a-zone",-4,0,-1.2192,1,0,NA,NA,NA,"a-zone"
14,"RES1","111","FIA","split level, no basement, structure, a-zone",-4,0,-1.2192,1,0,NA,NA,NA,"a-zone"
15,"RES1","112","FIA (MOD.)","split level, w/ basement, structure, a-zone",-4,0.06,-1.2192,1,1,NA,NA,NA,"a-zone"
16,"RES1","24","FIA (MOD.)","two floors, w/ basement, contents, a-zone",-4,0,-1.2192,2,1,NA,NA,NA,"a-zone"
17,"RES1","25","FIA (MOD.)","three or more floors, no basement, contents, a-zone",-4,0,-1.2192,3,0,NA,NA,NA,"a-zone"
18,"RES1","26","FIA (MOD.)","three or more floors, w/ basement, contents, a-zone",-4,0,-1.2192,3,1,NA,NA,NA,"a-zone"
19,"RES1","27","FIA","split level, no basement, contents, a-zone",-4,0,-1.2192,1,0,NA,NA,NA,"a-zone"
20,"RES1","28","FIA (MOD.)","split level, w/ basement, contents, a-zone",-4,0,-1.2192,1,1,NA,NA,NA,"a-zone"
21,"RES1","29","FIA","one floor, no basement, contents, v-zone",-4,0,-1.2192,1,0,NA,NA,NA,"v-zone"
22,"RES1","30","FIA","one floor, w/ basement, contents, v-zone",-4,0,-1.2192,1,1,NA,NA,NA,"v-zone"
23,"RES1","31","FIA","two floors, no basement, contents, v-zone",-4,0,-1.2192,2,0,NA,NA,NA,"v-zone"
24,"RES1","107","FIA","two floors, no basement, structure, a-zone",-4,0,-1.2192,2,0,NA,NA,NA,"a-zone"
25,"RES1","108","FIA (MOD.)","two floors, w/ basement, structure, a-zone",-4,0.04,-1.2192,2,1,NA,NA,NA,"a-zone"
26,"RES1","109","FIA","three or more floors, no basement, structure, a-zone",-4,0,-1.2192,3,0,NA,NA,NA,"a-zone"
27,"RES1","22","FIA","one floor, w/ basement, contents, a-zone",-4,0,-1.2192,1,1,NA,NA,NA,"a-zone"
28,"RES1","23","FIA","two floors, no basement, contents, a-zone",-4,0,-1.2192,2,0,NA,NA,NA,"a-zone"
29,"RES1","45","USACE - IWR","one story, no basement, contents",-4,0,-1.2192,1,0,NA,NA,NA,NA
30,"RES1","46","USACE - IWR","two or more stories, no basement, contents",-4,0,-1.2192,2,0,NA,NA,NA,NA
31,"RES1","47","USACE - IWR","split level, no basement, contents",-4,0,-1.2192,1,0,NA,NA,NA,NA
32,"RES1","48","USACE - Chicago","one story, no basement, contents",-4,0,-1.2192,1,0,NA,NA,NA,NA
33,"RES1","49","USACE - Chicago","one story, w/ basement, contents",-4,0,-1.2192,1,1,NA,NA,NA,NA
34,"RES1","50","USACE - Chicago","split level, no basement, contents",-4,0,-1.2192,1,0,NA,NA,NA,NA
35,"RES1","51","USACE - Chicago","split level, w/ basement, contents",-4,0,-1.2192,1,1,NA,NA,NA,NA
36,"RES1","52","USACE - Chicago","two story, no basement, contents",-4,0,-1.2192,2,0,NA,NA,NA,NA
37,"RES1","120","FIA (MOD.)","split level, w/ basement, structure, v-zone",-4,0.06,-1.2192,1,1,NA,NA,NA,"v-zone"
38,"RES1","121","FIA","one floor, w/ basement, structure, a-zone",-4,0,-1.2192,1,1,NA,NA,NA,"a-zone"
39,"RES1","122","FIA","two floors, w/ basement, structure,  a-zone",-4,0,-1.2192,2,1,NA,NA,NA,"a-zone"
40,"RES1","110","FIA (MOD.)","three or more floors, w/ basement, structure, a-zone",-4,0.03,-1.2192,3,1,NA,NA,NA,"a-zone"
41,"RES1","36","FIA (MOD.)","split level, w/ basement, contents, v-zone",-4,0,-1.2192,1,1,NA,NA,NA,"v-zone"
42,"RES1","58","USACE - New Orleans","one story, contents, salt water, long duration",-4,0,-1.2192,1,0,"salt","long",NA,NA
43,"RES1","59","USACE - New Orleans","two story, contents, fresh water, short duration",-4,0,-1.2192,2,0,"fresh","short",NA,NA
44,"RES1","60","USACE - New Orleans","two story, contents, salt water, long duration",-4,0,-1.2192,2,0,"salt","long",NA,NA
45,"RES1","61","USACE - St. Paul","one story, contents",-4,0,-1.2192,1,0,NA,NA,NA,NA
46,"RES1","62","USACE - St. Paul","two story, contents",-4,0,-1.2192,2,0,NA,NA,NA,NA
47,"RES1","63","USACE - Wilmington","one & 1/2 story, pile foundation, contents",-4,0.06,-1.2192,1.5,0,NA,NA,"pile",NA
48,"RES1","64","USACE - Wilmington","one & 1/2 story, contents",-4,0,-1.2192,1.5,0,NA,NA,NA,NA
49,"RES1","65","USACE - Wilmington","one & 1/2 story w/ 1/2 living area below, contents",-4,0,-1.2192,1.5,0,NA,NA,NA,NA
50,"RES1","66","USACE - Wilmington","one story, pile foundation, contents",-4,0.09,-1.2192,1,0,NA,NA,"pile",NA
51,"RES1","67","USACE - Wilmington","one story, contents",-4,0,-1.2192,1,0,NA,NA,NA,NA
52,"RES1","68","USACE - Wilmington","one story w/ 1/2 living area below, contents",-4,0,-1.2192,1,0,NA,NA,NA,NA
53,"RES1","69","USACE - Wilmington","one story w/ basement, contents",-4,0.1,-1.2192,1,1,NA,NA,NA,NA
54,"RES1","70","USACE - Wilmington","split level, contents",-4,0,-1.2192,1,0,NA,NA,NA,NA
55,"RES1","71","USACE - Wilmington","two story, pile foundation, contents",-4,0.06,-1.2192,2,0,NA,NA,"pile",NA
56,"RES1","72","USACE - Wilmington","two story, contents",-4,0,-1.2192,2,0,NA,NA,NA,NA
57,"RES1","73","USACE - Wilmington","two story w/ 1/2 living area below, contents",-4,0,-1.2192,2,0,NA,NA,NA,NA
58,"RES1","181","USACE - Wilmington","one story w/ basement, structure",-4,0.04,-1.2192,1,1,NA,NA,NA,NA
59,"RES1","182","USACE - Wilmington","split level, structure",-4,0,-1.2192,1,0,NA,NA,NA,NA
60,"RES1","142","USACE - New Orleans","one story, pier foundation, structure, fresh water, long",-4,0,-1.2192,1,0,"fresh","long","pier",NA
61,"RES1","143","USACE - New Orleans","one story, slab foundation, structure, fresh water, short",-4,0,-1.2192,1,0,"fresh","short","slab",NA
62,"RES1","144","USACE - New Orleans","one story, slab foundation, structure, fresh water, long",-4,0,-1.2192,1,0,"fresh","long","slab",NA
63,"RES1","145","USACE - New Orleans","one story, pier foundation, structure, salt water, short",-4,0,-1.2192,1,0,"salt","short","pier",NA
64,"RES1","32","FIA (MOD.)","two floors, w/ basement, contents, v-zone",-4,0,-1.2192,2,1,NA,NA,NA,"v-zone"
65,"RES1","33","FIA (MOD.)","three or more floors, no basement, contents, v-zone",-4,0,-1.2192,3,0,NA,NA,NA,"v-zone"
66,"RES1","34","FIA (MOD.)","three or more floors, w/ basement, contents, v-zone",-4,0,-1.2192,3,1,NA,NA,NA,"v-zone"
67,"RES1","35","FIA","split level, no basement, contents, v-zone",-4,0,-1.2192,1,0,NA,NA,NA,"v-zone"
68,"RES1","150","USACE - New Orleans","one story, structure,  fresh water, long duration",-4,0,-1.2192,1,0,"fresh","long",NA,NA
69,"RES1","151","USACE - New Orleans","one story, structure, salt water, short duration",-4,0,-1.2192,1,0,"salt","short",NA,NA
70,"RES1","152","USACE - New Orleans","one story, structure, salt water, long duration",-4,0,-1.2192,1,0,"salt","long",NA,NA
71,"RES1","153","USACE - New Orleans","one story, pier foundation, structure, fresh water, short",-4,0,-1.2192,1,0,"fresh","short","pier",NA
72,"RES1","154","USACE - New Orleans","one story, slab foundation, structure, fresh water, short",-4,0,-1.2192,1,0,"fresh","short","slab",NA
73,"RES1","155","USACE - New Orleans","one story, pier foundation, structure, salt water, long",-4,0,-1.2192,1,0,"salt","long","pier",NA
74,"RES1","156","USACE - New Orleans","one story, slab foundation, structure, salt water, long",-4,0,-1.2192,1,0,"salt","long","slab",NA
75,"RES1","157","USACE - New Orleans","two story, pier foundation, structure, fresh water, short",-4,0,-1.2192,2,0,"fresh","short","pier",NA
76,"RES1","158","USACE - New Orleans","two story, pier foundation, structure, fresh water, long",-4,0,-1.2192,2,0,"fresh","long","pier",NA
77,"RES1","53","USACE - Chicago","two story, w/ basement, contents",-4,0,-1.2192,2,1,NA,NA,NA,NA
78,"RES1","54","USACE - Galveston","one & 1/2 story, no basement, contents",-4,0,-1.2192,1.5,0,NA,NA,NA,NA
79,"RES1","55","USACE - Galveston","one story, no basement, contents",-4,0,-1.2192,1,0,NA,NA,NA,NA
80,"RES1","56","USACE - Galveston","two story, no basement, contents",-4,0,-1.2192,2,0,NA,NA,NA,NA
81,"RES1","57","USACE - New Orleans","one story, contents, fresh water, short duration",-4,0,-1.2192,1,0,"fresh","short",NA,NA
82,"RES1","124","FIA","split level, w/ basement, structure, a-zone",-4,0,-1.2192,1,1,NA,NA,NA,"a-zone"
83,"RES1","125","FIA","one floor, w/ basement, structure, v-zone",-4,0,-1.2192,1,1,NA,NA,NA,"v-zone"
84,"RES1","126","FIA","two floors, w/ basement, structure, v-zone",-4,0,-1.2192,2,1,NA,NA,NA,"v-zone"
85,"RES1","127","FIA","three or more floors, w/ basement, structure, v-zone",-4,0,-1.2192,3,1,NA,NA,NA,"v-zone"
86,"RES1","128","FIA","split level, w/ basement, structure, v-zone",-4,0,-1.2192,1,1,NA,NA,NA,"v-zone"
87,"RES1","129","USACE - IWR","one story, no basement, structure",-4,0,-1.2192,1,0,NA,NA,NA,NA
88,"RES1","130","USACE - IWR","two or more stories, no basement, structure",-4,0,-1.2192,2,0,NA,NA,NA,NA
89,"RES1","131","USACE - IWR","split level, no basement, structure",-4,0,-1.2192,1,0,NA,NA,NA,NA
90,"RES1","132","USACE - Chicago","one story, no basement, structure",-4,0,-1.2192,1,0,NA,NA,NA,NA
91,"RES1","133","USACE - Chicago","one story, w/ basement, structure",-4,0,-1.2192,1,1,NA,NA,NA,NA
92,"RES1","134","USACE - Chicago","split level, no basement, structure",-4,0,-1.2192,1,0,NA,NA,NA,NA
93,"RES1","135","USACE - Chicago","split level, w/ basement, structure",-4,0,-1.2192,1,1,NA,NA,NA,NA
94,"RES1","136","USACE - Chicago","two story, no basement, structure",-4,0,-1.2192,2,0,NA,NA,NA,NA
95,"RES1","137","USACE - Chicago","two story, w/ basement, structure",-4,0,-1.2192,2,1,NA,NA,NA,NA
96,"RES1","138","USACE - Galveston","one & 1/2 story, no basement, structure",-4,0,-1.2192,1.5,0,NA,NA,NA,NA
97,"RES1","139","USACE - Galveston","one story, no basement, structure",-4,0,-1.2192,1,0,NA,NA,NA,NA
98,"RES1","140","USACE - Galveston","two story, no basement, structure",-4,0,-1.2192,2,0,NA,NA,NA,NA
99,"RES1","141","USACE - New Orleans","one story, pier foundation, structure, fresh water, short",-4,0,-1.2192,1,0,"fresh","short","pier",NA
100,"RES1","168","USACE - New Orleans","two story, structure,  salt water, long duration",-4,0,-1.2192,2,0,"salt","long",NA,NA
101,"RES1","169","USACE - New Orleans","two story, pier foundation, structure, fresh water, short",-4,0,-1.2192,2,0,"fresh","short","pier",NA
102,"RES1","170","USACE - New Orleans","two story, slab foundation, structure, fresh water, long",-4,0,-1.2192,2,0,"fresh","long","slab",NA
103,"RES1","171","USACE - New Orleans","two story, pier foundation, structure, salt  water, short",-4,0,-1.2192,2,0,"salt","short","pier",NA
104,"RES1","146","USACE - New Orleans","one story, pier foundation, structure, salt water, long",-4,0,-1.2192,1,0,"salt","long","pier",NA
105,"RES1","147","USACE - New Orleans","one story, slab foundation, structure, salt water, short",-4,0,-1.2192,1,0,"salt","short","slab",NA
106,"RES1","148","USACE - New Orleans","one story, slab foundation, structure, salt water, long",-4,0,-1.2192,1,0,"salt","long","slab",NA
107,"RES1","149","USACE - New Orleans","one story, structure,  fresh water, short duration",-4,0,-1.2192,1,0,"fresh","short",NA,NA
108,"RES1","123","FIA","three or more floors, w/ basement, structure, a-zone",-4,0,-1.2192,3,1,NA,NA,NA,"a-zone"
109,"RES1","164","USACE - New Orleans","two story, slab foundation, structure, salt water, long",-4,0,-1.2192,2,0,"salt","long","slab",NA
110,"RES1","165","USACE - New Orleans","two story, structure, fresh water, short duration",-4,0,-1.2192,2,0,"fresh","short",NA,NA
111,"RES1","166","USACE - New Orleans","two story, structure,  fresh water, long duration",-4,0,-1.2192,2,0,"fresh","long",NA,NA
112,"RES1","167","USACE - New Orleans","two story, structure, salt water, short duration",-4,0,-1.2192,2,0,"salt","short",NA,NA
113,"RES1","159","USACE - New Orleans","two story, slab foundation, structure, fresh water, short",-4,0,-1.2192,2,0,"fresh","short","slab",NA
114,"RES1","160","USACE - New Orleans","two story, slab foundation, structure, fresh water, long",-4,0,-1.2192,2,0,"fresh","long","slab",NA
115,"RES1","161","USACE - New Orleans","two story, pier foundation, structure, salt water, short",-4,0,-1.2192,2,0,"salt","short","pier",NA
116,"RES1","162","USACE - New Orleans","two story, pier foundation, structure, salt  water, long",-4,0,-1.2192,2,0,"salt","long","pier",NA
117,"RES1","176","USACE - Wilmington","one & 1/2 story, structure",-4,0.01,-1.2192,1.5,0,NA,NA,NA,NA
118,"RES1","177","USACE - Wilmington","one & 1/2 story w/ 1/2 living area below, structure",-4,0,-1.2192,1.5,0,NA,NA,NA,NA
119,"RES1","178","USACE - Wilmington","one story, pile foundation, structure",-4,0.04,-1.2192,1,0,NA,NA,"pile",NA
120,"RES1","179","USACE - Wilmington","one story, structure",-4,0.01,-1.2192,1,0,NA,NA,NA,NA
121,"RES1","180","USACE - Wilmington","one story w/ 1/2 living area below, structure",-4,0,-1.2192,1,0,NA,NA,NA,NA
122,"RES1","172","USACE - New Orleans","two story, slab foundation, structure, salt water, long",-4,0,-1.2192,2,0,"salt","long","slab",NA
123,"RES1","173","USACE - St. Paul","one story, structure",-4,0,-1.2192,1,0,NA,NA,NA,NA
124,"RES1","174","USACE - St. Paul","two story, structure",-4,0,-1.2192,2,0,NA,NA,NA,NA
125,"RES1","175","USACE - Wilmington","one & 1/2 story, pile foundation, structure",-4,0.03,-1.2192,1.5,0,NA,NA,"pile",NA
126,"RES1","163","USACE - New Orleans","two story, slab foundation, structure, salt water, short",-4,0,-1.2192,2,0,"salt","short","slab",NA
127,"RES2","77","USACE - Galveston","mobile home, contents",-4,0,-1.2192,NA,0,NA,NA,NA,NA
128,"RES2","80","USACE - Wilmington","mobile home, contents",-4,0,-1.2192,NA,0,NA,NA,NA,NA
129,"RES2","76","USACE - Chicago","mobile home, contents",-4,0,-1.2192,NA,0,NA,NA,NA,NA
130,"RES2","200","USACE - New Orleans","mobile home, structure, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
131,"RES2","79","USACE - New Orleans","mobile home, contents, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
132,"RES2","202","USACE - New Orleans","mobile home, structure, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
133,"RES2","203","USACE - Wilmington","mobile home, structure",-4,0.01,-1.2192,NA,0,NA,NA,NA,NA
134,"RES2","195","USACE - New Orleans","mobile home, structure, salt water, short duration",-4,0,-1.2192,NA,0,"salt","short",NA,NA
135,"RES2","201","USACE - New Orleans","mobile home, structure, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
136,"RES2","197","USACE - New Orleans","mobile home, structure, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
137,"RES2","198","USACE - New Orleans","mobile home, structure, fresh water, long duration",-4,0,-1.2192,NA,0,"fresh","long",NA,NA
138,"RES2","199","USACE - New Orleans","mobile home, structure, salt water, short duration",-4,0,-1.2192,NA,0,"salt","short",NA,NA
139,"RES2","74","FIA","mobile home, contents, a-zone",-4,0,-1.2192,NA,0,NA,NA,NA,"a-zone"
140,"RES2","75","FIA","mobile home, contents, v-zone",-4,0,-1.2192,NA,0,NA,NA,NA,"v-zone"
141,"RES2","191","USACE - Chicago","mobile home, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
142,"RES2","78","USACE - New Orleans","mobile home, contents, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
143,"RES2","189","FIA","mobile home, structure, a-zone",-4,0,-1.2192,NA,0,NA,NA,NA,"a-zone"
144,"RES2","190","FIA","mobile home, structure, v-zone",-4,0,-1.2192,NA,0,NA,NA,NA,"v-zone"
145,"RES2","194","USACE - New Orleans","mobile home, structure, fresh water, long duration",-4,0,-1.2192,NA,0,"fresh","long",NA,NA
146,"RES2","192","USACE - Galveston","mobile home, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
147,"RES2","193","USACE - New Orleans","mobile home, structure, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
148,"RES2","196","USACE - New Orleans","mobile home, structure, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
149,"RES4","85","USACE - Galveston","average hotel/motel, contents (equipment/inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
150,"RES4","86","USACE - Galveston","hotel, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
151,"RES4","87","USACE - Galveston","motel unit, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
152,"RES4","212","USACE - Wilmington","hotel, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
153,"RES4","213","USACE - Wilmington","motel, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
154,"RES4","209","USACE - Galveston","average hotel & motel, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
155,"RES4","210","USACE - Galveston","hotel, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
156,"RES4","211","USACE - Galveston","motel unit, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
157,"RES5","214","USACE - Galveston","nursing home, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
158,"RES5","88","USACE - Galveston","average institutional dormitory, contents",-4,0,-1.2192,NA,0,NA,NA,NA,NA
159,"RES6","89","USACE - Galveston","nursing home, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
160,"RES6","215","USACE - Galveston","nursing home, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
161,"RES6","216","USACE - Wilmington","rest home, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
162,"COM1","118","USACE - Galveston","gift shop, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
163,"COM1","95","USACE - Galveston","bait stand, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
164,"COM1","96","USACE - Galveston","bakery, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
165,"COM1","93","USACE - Galveston","appliance sales, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
166,"COM1","94","USACE - Galveston","large auto dealer, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
167,"COM1","90","USACE - Galveston","average retail trade contents (inventory/equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
168,"COM1","91","USACE - Galveston","antique, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
169,"COM1","92","USACE - Galveston","appliance sales, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
170,"COM1","107","USACE - Galveston","crafts, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
171,"COM1","108","USACE - Galveston","chain drug store, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
172,"COM1","109","USACE - Galveston","fabric store, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
173,"COM1","110","USACE - Galveston","fabric store, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
174,"COM1","111","USACE - Galveston","feed store, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
175,"COM1","112","USACE - Galveston","feed store, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
176,"COM1","113","USACE - Galveston","florist, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
177,"COM1","114","USACE - Galveston","florist, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
178,"COM1","115","USACE - Galveston","fruit stand, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
179,"COM1","116","USACE - Galveston","large furniture store, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
180,"COM1","117","USACE - Galveston","gas/butane supply, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
181,"COM1","227","USACE - Galveston","crafts, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
182,"COM1","228","USACE - Galveston","drug store, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
183,"COM1","119","USACE - Galveston","greenhouse, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
184,"COM1","120","USACE - Galveston","greenhouse, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
185,"COM1","121","USACE - Galveston","small grocery, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
186,"COM1","122","USACE - Galveston","small grocery, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
187,"COM1","123","USACE - Galveston","medium grocery, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
188,"COM1","124","USACE - Galveston","medium grocery, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
189,"COM1","125","USACE - Galveston","gun shop, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
190,"COM1","126","USACE - Galveston","gun shop, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
191,"COM1","127","USACE - Galveston","hardware, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
192,"COM1","128","USACE - Galveston","hardware, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
193,"COM1","129","USACE - Galveston","hobby shop, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
194,"COM1","130","USACE - Galveston","hobby shop, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
195,"COM1","131","USACE - Galveston","lawnmower, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
196,"COM1","132","USACE - Galveston","lawnmower, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
197,"COM1","133","USACE - Galveston","liquor store, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
198,"COM1","134","USACE - Galveston","liquor store, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
199,"COM1","135","USACE - Galveston","meat market, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
200,"COM1","136","USACE - Galveston","meat market, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
201,"COM1","97","USACE - Galveston","bakery, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
202,"COM1","98","USACE - Galveston","boat sales/service, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
203,"COM1","99","USACE - Galveston","boat sales/service, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
204,"COM1","100","USACE - Galveston","book store, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
205,"COM1","101","USACE - Galveston","camera store, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
206,"COM1","102","USACE - Galveston","carpet and paint shop, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
207,"COM1","103","USACE - Galveston","carpet and paint shop, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
208,"COM1","104","USACE - Galveston","mens clothing, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
209,"COM1","105","USACE - Galveston","mens clothing, contents (inventory)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
210,"COM1","106","USACE - Galveston","crafts, contents (equipment)",-4,0,-1.2192,NA,0,NA,NA,NA,NA
211,"COM1","217","USACE - Galveston","average retail, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
212,"COM1","218","USACE - Galveston","antique, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
213,"COM1","219","USACE - Galveston","auto dealer big, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
214,"COM1","220","USACE - Galveston","bait stand, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
215,"COM1","221","USACE - Galveston","bakery, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
216,"COM1","222","USACE - Galveston","boat sales/service, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
217,"COM1","223","USACE - Galveston","book store, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
218,"COM1","224","USACE - Galveston","camera store, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
219,"COM1","225","USACE - Galveston","carpet and paint shop, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
220,"COM1","226","USACE - Galveston","clothing-mens, structure",-4,0,-1.2192,NA,0,NA,NA,NA,NA
221,"COM1","307","USACE - New Orleans","gas station, structure, salt water, short duration",-4,0,-1.2192,NA,0,"salt","short",NA,NA
222,"COM1","308","USACE - New Orleans","gas station, structure, fresh water, long duration",-4,0,-1.2192,NA,0,"fresh","long",NA,NA
223,"COM1","309","USACE - New Orleans","gas station, structure, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
224,"COM1","310","USACE - New Orleans","gas station, structure, composite water & duration",-4,0,-1.2192,NA,0,NA,NA,NA,NA
225,"COM1","311","USACE - New Orleans","large grocery, structure, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
226,"COM1","312","USACE - New Orleans","large grocery, structure, salt water, short duration",-4,0,-1.2192,NA,0,"salt","short",NA,NA
227,"COM1","313","USACE - New Orleans","large grocery, structure, fresh water, long duration",-4,0,-1.2192,NA,0,"fresh","long",NA,NA
228,"COM1","314","USACE - New Orleans","large grocery,  structure, fresh water, short duration",-4,0,-1.2192,NA,0,"fresh","short",NA,NA
229,"COM1","315","USACE - New Orleans","large grocery, structure, composite water & duration",-4,0,-1.2192,NA,0,NA,NA,NA,NA
230,"COM1","316","USACE - New Orleans","neigborhood grocery, structure, salt water, long duration",-4,0,-1.2192,NA,0,"salt","long",NA,NA
